"id","album","name","artist","popularity","genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","uri","track_href","analysis_url","duration_ms","time_signature"
"1utDFK1ARQcuZSwapf3cfb","The Feels","The Feels","TWICE",59,"k-pop, k-pop girl group, pop",0.808,0.903,9,-2.179,1,0.0729,0.0899,0,0.0816,0.922,120.044,"audio_features","spotify:track:1utDFK1ARQcuZSwapf3cfb","https://api.spotify.com/v1/tracks/1utDFK1ARQcuZSwapf3cfb","https://api.spotify.com/v1/audio-analysis/1utDFK1ARQcuZSwapf3cfb",3.30088333333333,4
"2QfznFotJNZmnIEYFdzE5T","Heartbreak Anniversary","Heartbreak Anniversary","Giveon",68,"r&b",0.624,0.457,0,-8.876,1,0.0494,0.557,0,0.128,0.586,129.758,"audio_features","spotify:track:2QfznFotJNZmnIEYFdzE5T","https://api.spotify.com/v1/tracks/2QfznFotJNZmnIEYFdzE5T","https://api.spotify.com/v1/audio-analysis/2QfznFotJNZmnIEYFdzE5T",3.27991666666667,4
"48QmG1dfvMuYLxMPt7KSRA","Mad Love The Prequel","No Lie","Sean Paul, Dua Lipa",80,"dance pop, dancehall, pop, pop rap",0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,"audio_features","spotify:track:48QmG1dfvMuYLxMPt7KSRA","https://api.spotify.com/v1/tracks/48QmG1dfvMuYLxMPt7KSRA","https://api.spotify.com/v1/audio-analysis/48QmG1dfvMuYLxMPt7KSRA",3.68626666666667,4
"6Dy1jexKYriXAVG6evyUTJ","OUT OUT (feat. Charli XCX & Saweetie)","OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry, Jax Jones, Charli xcx, Saweetie",72,"dance pop, pop dance, uk dance",0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,"audio_features","spotify:track:6Dy1jexKYriXAVG6evyUTJ","https://api.spotify.com/v1/tracks/6Dy1jexKYriXAVG6evyUTJ","https://api.spotify.com/v1/audio-analysis/6Dy1jexKYriXAVG6evyUTJ",2.71006666666667,4
"0So2sgVa8aJiARPl2P29u2","SALES LP","Pope Is a Rockstar","SALES",65,"orlando indie",0.725,0.446,4,-8.958,0,0.0287,0.85,0.243,0.107,0.311,90.024,"audio_features","spotify:track:0So2sgVa8aJiARPl2P29u2","https://api.spotify.com/v1/tracks/0So2sgVa8aJiARPl2P29u2","https://api.spotify.com/v1/audio-analysis/0So2sgVa8aJiARPl2P29u2",3.12221666666667,4
"6wJYhPfqk3KGhHRG76WzOh","Blueberry Faygo","Blueberry Faygo","Lil Mosey",70,"melodic rap, rap conscient",0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,"audio_features","spotify:track:6wJYhPfqk3KGhHRG76WzOh","https://api.spotify.com/v1/tracks/6wJYhPfqk3KGhHRG76WzOh","https://api.spotify.com/v1/audio-analysis/6wJYhPfqk3KGhHRG76WzOh",2.70911666666667,4
"44qlcokPO2RjD8791ohJFR","SYNK : PARALLEL LINE - Special Digital Single","Bored! - NINGNING Solo","aespa",70,"k-pop girl group",0.69,0.807,8,-3.282,1,0.128,0.453,0,0.12,0.809,155.99,"audio_features","spotify:track:44qlcokPO2RjD8791ohJFR","https://api.spotify.com/v1/tracks/44qlcokPO2RjD8791ohJFR","https://api.spotify.com/v1/audio-analysis/44qlcokPO2RjD8791ohJFR",2.85266666666667,4
"32BeYxKPrig1LefHsC0Xuo","Happier Than Ever (Edit)","Happier Than Ever - Edit","Billie Eilish",68,"art pop, pop",0.334,0.599,0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,"audio_features","spotify:track:32BeYxKPrig1LefHsC0Xuo","https://api.spotify.com/v1/tracks/32BeYxKPrig1LefHsC0Xuo","https://api.spotify.com/v1/audio-analysis/32BeYxKPrig1LefHsC0Xuo",2.52406666666667,3
"6obwWXkBEYouAdP0BGthKt","Astronaut In The Ocean","Astronaut In The Ocean","Masked Wolf",51,"australian hip hop",0.803,0.535,2,-10.844,1,0.11,0.173,0,0.273,0.367,150.026,"audio_features","spotify:track:6obwWXkBEYouAdP0BGthKt","https://api.spotify.com/v1/tracks/6obwWXkBEYouAdP0BGthKt","https://api.spotify.com/v1/audio-analysis/6obwWXkBEYouAdP0BGthKt",2.21333333333333,4
"4jc83sNa4iMPisjZGwnhx8","Pineapple Party - Hits de Fiesta","Ley Seca","JHAYCO, Anuel AA",13,"reggaeton, trap latino, urbano latino",0.759,0.843,8,-3.718,1,0.0913,0.127,0,0.114,0.56,105.016,"audio_features","spotify:track:4jc83sNa4iMPisjZGwnhx8","https://api.spotify.com/v1/tracks/4jc83sNa4iMPisjZGwnhx8","https://api.spotify.com/v1/audio-analysis/4jc83sNa4iMPisjZGwnhx8",4.39445,4
"68HocO7fx9z0MgDU0ZPHro","Every Summertime","Every Summertime","NIKI",73,"indonesian r&b",0.628,0.676,6,-4.227,1,0.0424,0.393,6.94e-05,0.0978,0.723,78.996,"audio_features","spotify:track:68HocO7fx9z0MgDU0ZPHro","https://api.spotify.com/v1/tracks/68HocO7fx9z0MgDU0ZPHro","https://api.spotify.com/v1/audio-analysis/68HocO7fx9z0MgDU0ZPHro",3.59478333333333,4
"161DnLWsx1i3u1JT05lzqU","Doo-Wops & Hooligans","Talking to the Moon","Bruno Mars",81,"dance pop, pop",0.498,0.59,1,-4.721,0,0.032,0.511,0,0.107,0.0784,145.867,"audio_features","spotify:track:161DnLWsx1i3u1JT05lzqU","https://api.spotify.com/v1/tracks/161DnLWsx1i3u1JT05lzqU","https://api.spotify.com/v1/audio-analysis/161DnLWsx1i3u1JT05lzqU",3.63111666666667,4
"4l0RmWt52FxpVxMNni6i63","TOO YOUNG TO BE SAD","you broke me first","Tate McRae",82,"pop",0.66,0.379,4,-9.357,1,0.0543,0.798,0,0.0913,0.0762,124.027,"audio_features","spotify:track:4l0RmWt52FxpVxMNni6i63","https://api.spotify.com/v1/tracks/4l0RmWt52FxpVxMNni6i63","https://api.spotify.com/v1/audio-analysis/4l0RmWt52FxpVxMNni6i63",2.83711666666667,4
"19GqnCuVdOlSPHp6rHdYR2","Live A Life You Will Remember","The Nights","Avicii",53,"dance pop, edm, pop, pop dance",0.528,0.823,6,-5.294,1,0.0407,0.0202,0,0.217,0.686,125.992,"audio_features","spotify:track:19GqnCuVdOlSPHp6rHdYR2","https://api.spotify.com/v1/tracks/19GqnCuVdOlSPHp6rHdYR2","https://api.spotify.com/v1/audio-analysis/19GqnCuVdOlSPHp6rHdYR2",2.96763333333333,4
"6OGogr19zPTM4BALXuMQpF","Take My Breath","Take My Breath - Single Version","The Weeknd",60,"canadian contemporary r&b, canadian pop, pop",0.748,0.74,8,-6.01,1,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,"audio_features","spotify:track:6OGogr19zPTM4BALXuMQpF","https://api.spotify.com/v1/tracks/6OGogr19zPTM4BALXuMQpF","https://api.spotify.com/v1/audio-analysis/6OGogr19zPTM4BALXuMQpF",3.66993333333333,4
"0k1WUmIRnG3xU6fvvDVfRG","Certified Lover Boy","Way 2 Sexy (with Future & Young Thug)","Drake, Future, Young Thug",70,"canadian hip hop, canadian pop, hip hop, pop rap, rap",0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,"audio_features","spotify:track:0k1WUmIRnG3xU6fvvDVfRG","https://api.spotify.com/v1/tracks/0k1WUmIRnG3xU6fvvDVfRG","https://api.spotify.com/v1/audio-analysis/0k1WUmIRnG3xU6fvvDVfRG",4.29341666666667,4
"2xizRhme7pYeITbH1NLLGt","Tchaikovsky: Swan Lake","Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato","Pyotr Ilyich Tchaikovsky, André Previn, London Symphony Orchestra",68,"classical, late romantic era, russian romanticism",0.136,0.164,4,-18.756,0,0.0364,0.911,0.916,0.109,0.071,58.303,"audio_features","spotify:track:2xizRhme7pYeITbH1NLLGt","https://api.spotify.com/v1/tracks/2xizRhme7pYeITbH1NLLGt","https://api.spotify.com/v1/audio-analysis/2xizRhme7pYeITbH1NLLGt",2.78111666666667,4
"5UlnuulVAVmmesw4VzqHdG","Enemy (from the series Arcane League of Legends)","Enemy - From the series Arcane League of Legends","Imagine Dragons, Arcane, League of Legends",69,"modern rock, pop, rock",0.722,0.745,7,-4.164,1,0.256,0.247,0,0.419,0.52,77.029,"audio_features","spotify:track:5UlnuulVAVmmesw4VzqHdG","https://api.spotify.com/v1/tracks/5UlnuulVAVmmesw4VzqHdG","https://api.spotify.com/v1/audio-analysis/5UlnuulVAVmmesw4VzqHdG",2.88968333333333,4
"2XU0oxnq2qxCpomAAuJY8K","Dance Monkey (Stripped Back) / Dance Monkey","Dance Monkey","Tones And I",72,"australian pop",0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,"audio_features","spotify:track:2XU0oxnq2qxCpomAAuJY8K","https://api.spotify.com/v1/tracks/2XU0oxnq2qxCpomAAuJY8K","https://api.spotify.com/v1/audio-analysis/2XU0oxnq2qxCpomAAuJY8K",3.49063333333333,4
"285pBltuF7vW8TeWk8hdRR","Goodbye & Good Riddance","Lucid Dreams","Juice WRLD",82,"chicago rap, melodic rap, rap",0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,"audio_features","spotify:track:285pBltuF7vW8TeWk8hdRR","https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR","https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR",3.99726666666667,4
"1mfBNwsoJ0y5EQjg3FDjQH","Pfitzner: Symphony in C major - Schumann: Koncertstück for Four Horns","21 Hungarian Dances, WoO 1: Hungarian Dance No. 11 in D Minor","Seattle Symphony Orchestra, Johannes Brahms, Gerard Schwarz",52,"american orchestra, orchestra",0.181,0.0433,9,-25.125,0,0.0449,0.915,0.849,0.117,0.108,75.655,"audio_features","spotify:track:1mfBNwsoJ0y5EQjg3FDjQH","https://api.spotify.com/v1/tracks/1mfBNwsoJ0y5EQjg3FDjQH","https://api.spotify.com/v1/audio-analysis/1mfBNwsoJ0y5EQjg3FDjQH",3.31288333333333,4
"3U4isOIWM3VvDubwSI3y7a","Love In The Future (Expanded Edition)","All of Me","John Legend",83,"neo soul, pop, pop soul, urban contemporary",0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,"audio_features","spotify:track:3U4isOIWM3VvDubwSI3y7a","https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a","https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a",4.49266666666667,4
"4TMhakloPMPS84lNHNTSa3","Nevermind (30th Anniversary Super Deluxe)","Smells Like Teen Spirit - Remastered 2021","Nirvana",53,"grunge, permanent wave, rock",0.489,0.918,1,-4.502,1,0.0554,3.53e-05,7.64e-05,0.0908,0.691,116.731,"audio_features","spotify:track:4TMhakloPMPS84lNHNTSa3","https://api.spotify.com/v1/tracks/4TMhakloPMPS84lNHNTSa3","https://api.spotify.com/v1/audio-analysis/4TMhakloPMPS84lNHNTSa3",5.01488333333333,4
"1J14CdDAvBTE1AJYUOwl6C","Small Town Boy (Track By Track)","Arcade","Duncan Laurence",74,"dutch pop",0.453,0.35,9,-11.639,0,0.0425,0.827,0.00122,0.144,0.279,72.017,"audio_features","spotify:track:1J14CdDAvBTE1AJYUOwl6C","https://api.spotify.com/v1/tracks/1J14CdDAvBTE1AJYUOwl6C","https://api.spotify.com/v1/audio-analysis/1J14CdDAvBTE1AJYUOwl6C",3.08578333333333,3
"40iJIUlhi6renaREYGeIDS","Certified Lover Boy","Fair Trade (with Travis Scott)","Drake, Travis Scott",78,"canadian hip hop, canadian pop, hip hop, pop rap, rap",0.666,0.465,1,-8.545,1,0.26,0.0503,0,0.215,0.292,167.937,"audio_features","spotify:track:40iJIUlhi6renaREYGeIDS","https://api.spotify.com/v1/tracks/40iJIUlhi6renaREYGeIDS","https://api.spotify.com/v1/audio-analysis/40iJIUlhi6renaREYGeIDS",4.85291666666667,4
"5uejzK1tbyjsvO4Efzeoec","Barbie World (with Aqua) [From Barbie The Album]","Barbie World (with Aqua) [From Barbie The Album]","Nicki Minaj, Ice Spice, Aqua",38,"hip pop, pop, queens hip hop, rap",0.759,0.579,0,-8.398,1,0.248,0.514,0.0014,0.237,0.736,144.025,"audio_features","spotify:track:5uejzK1tbyjsvO4Efzeoec","https://api.spotify.com/v1/tracks/5uejzK1tbyjsvO4Efzeoec","https://api.spotify.com/v1/audio-analysis/5uejzK1tbyjsvO4Efzeoec",1.82916666666667,4
"0KCSJzsQVxkloxoT7dyrqV","The Rumbling (TV Size)","The Rumbling (TV Size)","SiM",57,"japanese metalcore, japanese screamo",0.408,0.875,8,-1.536,1,0.0546,1.68e-05,0.000101,0.264,0.646,144.975,"audio_features","spotify:track:0KCSJzsQVxkloxoT7dyrqV","https://api.spotify.com/v1/tracks/0KCSJzsQVxkloxoT7dyrqV","https://api.spotify.com/v1/audio-analysis/0KCSJzsQVxkloxoT7dyrqV",1.50443333333333,4
"3QFInJAm9eyaho5vBzxInN","The Melodic Blue","family ties (with Kendrick Lamar)","Baby Keem, Kendrick Lamar",78,"hip hop, rap",0.711,0.611,1,-5.453,1,0.33,0.00588,0,0.23,0.144,134.093,"audio_features","spotify:track:3QFInJAm9eyaho5vBzxInN","https://api.spotify.com/v1/tracks/3QFInJAm9eyaho5vBzxInN","https://api.spotify.com/v1/audio-analysis/3QFInJAm9eyaho5vBzxInN",4.20436666666667,4
"003vvx7Niy0yvhvHt4a68B","Hot Fuss","Mr. Brightside","The Killers",85,"alternative rock, dance rock, modern rock, permanent wave, rock",0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,"audio_features","spotify:track:003vvx7Niy0yvhvHt4a68B","https://api.spotify.com/v1/tracks/003vvx7Niy0yvhvHt4a68B","https://api.spotify.com/v1/audio-analysis/003vvx7Niy0yvhvHt4a68B",3.71621666666667,4
"7ecbsiAQ6PNdiAq0hplVZo","DIMENSION : ANSWER","Blessed-Cursed","ENHYPEN",62,"anime, k-pop boy group",0.604,0.886,4,-3.523,0,0.061,0.0925,0,0.596,0.401,127.098,"audio_features","spotify:track:7ecbsiAQ6PNdiAq0hplVZo","https://api.spotify.com/v1/tracks/7ecbsiAQ6PNdiAq0hplVZo","https://api.spotify.com/v1/audio-analysis/7ecbsiAQ6PNdiAq0hplVZo",2.84675,4
"05bfbizlM5AX6Mf1RRyMho","AM Remix","AM Remix","Nio Garcia, J Balvin, Bad Bunny",67,"reggaeton, trap latino, urbano latino",0.743,0.655,6,-5.015,0,0.159,0.114,0,0.0764,0.785,172.031,"audio_features","spotify:track:05bfbizlM5AX6Mf1RRyMho","https://api.spotify.com/v1/tracks/05bfbizlM5AX6Mf1RRyMho","https://api.spotify.com/v1/audio-analysis/05bfbizlM5AX6Mf1RRyMho",4.35558333333333,4
"60ynsPSSKe6O3sfwRnIBRf","Hot Pink","Streets","Doja Cat",81,"dance pop, pop",0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,"audio_features","spotify:track:60ynsPSSKe6O3sfwRnIBRf","https://api.spotify.com/v1/tracks/60ynsPSSKe6O3sfwRnIBRf","https://api.spotify.com/v1/audio-analysis/60ynsPSSKe6O3sfwRnIBRf",3.78311666666667,4
"6QfS2wq5sSC1xAJCQsTSlj","A Star Is Born Soundtrack (Without Dialogue)","Shallow - Radio Edit","Lady Gaga, Bradley Cooper",67,"art pop, dance pop, pop",0.575,0.33,7,-6.557,1,0.031,0.416,0,0.0872,0.276,95.799,"audio_features","spotify:track:6QfS2wq5sSC1xAJCQsTSlj","https://api.spotify.com/v1/tracks/6QfS2wq5sSC1xAJCQsTSlj","https://api.spotify.com/v1/audio-analysis/6QfS2wq5sSC1xAJCQsTSlj",3.62021666666667,4
"5elW2CKSoqjYoJ32AGDxf1","DIMENSION : ANSWER","Polaroid Love","ENHYPEN",70,"anime, k-pop boy group",0.738,0.67,7,-3.766,0,0.0439,0.458,0,0.361,0.651,138.055,"audio_features","spotify:track:5elW2CKSoqjYoJ32AGDxf1","https://api.spotify.com/v1/tracks/5elW2CKSoqjYoJ32AGDxf1","https://api.spotify.com/v1/audio-analysis/5elW2CKSoqjYoJ32AGDxf1",3.0767,4
"4qu63nuBpdn0qHUHuObEj1","Leave Before You Love Me","Leave Before You Love Me (with Jonas Brothers)","Marshmello, Jonas Brothers",77,"brostep, edm, pop, progressive electro house",0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,"audio_features","spotify:track:4qu63nuBpdn0qHUHuObEj1","https://api.spotify.com/v1/tracks/4qu63nuBpdn0qHUHuObEj1","https://api.spotify.com/v1/audio-analysis/4qu63nuBpdn0qHUHuObEj1",2.58305,4
"3XYRV7ZSHqIRDG87DKTtry","Permission to Dance","Permission to Dance","BTS",71,"k-pop, k-pop boy group, pop",0.702,0.741,9,-5.33,1,0.0427,0.00544,0,0.337,0.646,124.925,"audio_features","spotify:track:3XYRV7ZSHqIRDG87DKTtry","https://api.spotify.com/v1/tracks/3XYRV7ZSHqIRDG87DKTtry","https://api.spotify.com/v1/audio-analysis/3XYRV7ZSHqIRDG87DKTtry",3.12641666666667,4
"4cG7HUWYHBV6R6tHn1gxrl","Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit]","Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Riton, Nightcrawlers, Mufasa & Hypeman, Mufasa, Dopamine",75,"house, pop dance, uk dance",0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,"audio_features","spotify:track:4cG7HUWYHBV6R6tHn1gxrl","https://api.spotify.com/v1/tracks/4cG7HUWYHBV6R6tHn1gxrl","https://api.spotify.com/v1/audio-analysis/4cG7HUWYHBV6R6tHn1gxrl",2.81921666666667,4
"3JKgcAa7r07ocVWcV8bS0H","THE GOAT","21","Polo G",70,"chicago rap, rap",0.783,0.479,7,-10.646,1,0.541,0.149,0,0.101,0.533,176.027,"audio_features","spotify:track:3JKgcAa7r07ocVWcV8bS0H","https://api.spotify.com/v1/tracks/3JKgcAa7r07ocVWcV8bS0H","https://api.spotify.com/v1/audio-analysis/3JKgcAa7r07ocVWcV8bS0H",2.72996666666667,4
"4xkOaSrkexMciUUogZKVTS","The Eminem Show","Till I Collapse","Eminem, Nate Dogg",82,"detroit hip hop, hip hop, rap",0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447,"audio_features","spotify:track:4xkOaSrkexMciUUogZKVTS","https://api.spotify.com/v1/tracks/4xkOaSrkexMciUUogZKVTS","https://api.spotify.com/v1/audio-analysis/4xkOaSrkexMciUUogZKVTS",4.96311666666667,4
"5UXJzLFdBn6u9FJTCnoHrH","Superache","Memories","Conan Gray",76,"bedroom pop, pop, pov: indie",0.34,0.684,11,-6.306,1,0.044,0.00979,0,0.348,0.556,112.969,"audio_features","spotify:track:5UXJzLFdBn6u9FJTCnoHrH","https://api.spotify.com/v1/tracks/5UXJzLFdBn6u9FJTCnoHrH","https://api.spotify.com/v1/audio-analysis/5UXJzLFdBn6u9FJTCnoHrH",4.14698333333333,4
"5W1qmxHrMlQGGAiFA3ZQqP","Se Le Ve","Se Le Ve","Dímelo Flow, Dalex, Sech, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez",58,"reggaeton, urbano latino",0.562,0.755,7,-4.367,0,0.112,0.0967,2.25e-05,0.143,0.609,83.997,"audio_features","spotify:track:5W1qmxHrMlQGGAiFA3ZQqP","https://api.spotify.com/v1/tracks/5W1qmxHrMlQGGAiFA3ZQqP","https://api.spotify.com/v1/audio-analysis/5W1qmxHrMlQGGAiFA3ZQqP",4.62821666666667,4
"6tsVFchreYTt2OPXSOoFCX","DS4EVER","25k jacket (feat. Lil Baby)","Gunna, Lil Baby",58,"atl hip hop, melodic rap, rap, trap",0.903,0.537,5,-6.854,0,0.283,0.16,0,0.129,0.737,115.013,"audio_features","spotify:track:6tsVFchreYTt2OPXSOoFCX","https://api.spotify.com/v1/tracks/6tsVFchreYTt2OPXSOoFCX","https://api.spotify.com/v1/audio-analysis/6tsVFchreYTt2OPXSOoFCX",2,4
"4ObFZEXHQJcc8WQtqbCupZ","When Im Gone","When Im Gone","LECADE",72,"modern country pop",0.446,0.392,8,-11.388,0,0.283,0.643,0,0.111,0.502,179.137,"audio_features","spotify:track:4ObFZEXHQJcc8WQtqbCupZ","https://api.spotify.com/v1/tracks/4ObFZEXHQJcc8WQtqbCupZ","https://api.spotify.com/v1/audio-analysis/4ObFZEXHQJcc8WQtqbCupZ",2.17808333333333,4
"0PhHUQkJi6qwFBItoywCiI","LIV - Spotify Singles","LIV - Spotify Singles","Los Esquivel, Deorro",49,"",0.787,0.748,9,-5.063,0,0.0415,0.0378,0,0.0451,0.855,114.985,"audio_features","spotify:track:0PhHUQkJi6qwFBItoywCiI","https://api.spotify.com/v1/tracks/0PhHUQkJi6qwFBItoywCiI","https://api.spotify.com/v1/audio-analysis/0PhHUQkJi6qwFBItoywCiI",2.75413333333333,4
"1TQ2UYCN7nhfj3cfcFC76V","Tchaikovsky: Ballet Suites","Swan Lake (Suite), Op. 20a, TH. 219: I. Scene - Swan Theme","Pyotr Ilyich Tchaikovsky, Berliner Philharmoniker, Mstislav Rostropovich",54,"classical, late romantic era, russian romanticism",0.126,0.204,4,-16.095,0,0.0373,0.924,0.918,0.115,0.053,73.59,"audio_features","spotify:track:1TQ2UYCN7nhfj3cfcFC76V","https://api.spotify.com/v1/tracks/1TQ2UYCN7nhfj3cfcFC76V","https://api.spotify.com/v1/audio-analysis/1TQ2UYCN7nhfj3cfcFC76V",3.05,4
"5Qe7NHxeLAn8KoLTNLSdwe","The Beatles 1962 - 1966 (Remastered)","I Want To Hold Your Hand - Remastered 2009","The Beatles",70,"british invasion, classic rock, merseybeat, psychedelic rock, rock",0.496,0.703,7,-6.905,1,0.0377,0.525,2.12e-06,0.305,0.936,130.915,"audio_features","spotify:track:5Qe7NHxeLAn8KoLTNLSdwe","https://api.spotify.com/v1/tracks/5Qe7NHxeLAn8KoLTNLSdwe","https://api.spotify.com/v1/audio-analysis/5Qe7NHxeLAn8KoLTNLSdwe",2.44533333333333,4
"6WatFBLVB0x077xWeoVc2k","Si Antes Te Hubiera Conocido","Si Antes Te Hubiera Conocido","KAROL G",93,"reggaeton, reggaeton colombiano, urbano latino",0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,"audio_features","spotify:track:6WatFBLVB0x077xWeoVc2k","https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k","https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k",3.26373333333333,4
"503OTo2dSqe7qk76rgsbep","2001","Still D.R.E.","Dr. Dre, Snoop Dogg",81,"g funk, gangster rap, hip hop, rap, west coast rap",0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,"audio_features","spotify:track:503OTo2dSqe7qk76rgsbep","https://api.spotify.com/v1/tracks/503OTo2dSqe7qk76rgsbep","https://api.spotify.com/v1/audio-analysis/503OTo2dSqe7qk76rgsbep",4.50978333333333,4
"7CAdT0HdiQNlt1C7xk2hep","Stay Alive (Prod. SUGA of BTS)","Stay Alive (Prod. SUGA of BTS)","Jung Kook",68,"k-pop",0.512,0.76,2,-5.889,0,0.0682,0.299,0,0.103,0.495,130.096,"audio_features","spotify:track:7CAdT0HdiQNlt1C7xk2hep","https://api.spotify.com/v1/tracks/7CAdT0HdiQNlt1C7xk2hep","https://api.spotify.com/v1/audio-analysis/7CAdT0HdiQNlt1C7xk2hep",3.51546666666667,4
"0Ryd8975WihbObpp5cPW1t","boyfriend","boyfriend (with Social House)","Ariana Grande, Social House",76,"pop",0.4,0.795,10,-3.731,0,0.461,0.119,0,0.159,0.702,190.097,"audio_features","spotify:track:0Ryd8975WihbObpp5cPW1t","https://api.spotify.com/v1/tracks/0Ryd8975WihbObpp5cPW1t","https://api.spotify.com/v1/audio-analysis/0Ryd8975WihbObpp5cPW1t",3.10178333333333,4
"6N1K5OVVCopBjGViHs2IvP","The Joker And The Queen (feat. Taylor Swift)","The Joker And The Queen (feat. Taylor Swift)","Ed Sheeran, Taylor Swift",62,"pop, singer-songwriter pop, uk pop",0.528,0.309,0,-7.398,1,0.0329,0.924,2.1e-06,0.282,0.307,133.83,"audio_features","spotify:track:6N1K5OVVCopBjGViHs2IvP","https://api.spotify.com/v1/tracks/6N1K5OVVCopBjGViHs2IvP","https://api.spotify.com/v1/audio-analysis/6N1K5OVVCopBjGViHs2IvP",3.09036666666667,4
"4LwU4Vp6od3Sb08CsP99GC","2001","The Next Episode","Dr. Dre, Snoop Dogg",80,"g funk, gangster rap, hip hop, rap, west coast rap",0.922,0.909,10,-2.429,0,0.27,0.0281,0,0.0856,0.309,95.295,"audio_features","spotify:track:4LwU4Vp6od3Sb08CsP99GC","https://api.spotify.com/v1/tracks/4LwU4Vp6od3Sb08CsP99GC","https://api.spotify.com/v1/audio-analysis/4LwU4Vp6od3Sb08CsP99GC",2.69178333333333,4
"1jEBSDN5vYViJQr78W7jr2","CHARLIE","Light Switch","Charlie Puth",70,"pop, viral pop",0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008,"audio_features","spotify:track:1jEBSDN5vYViJQr78W7jr2","https://api.spotify.com/v1/tracks/1jEBSDN5vYViJQr78W7jr2","https://api.spotify.com/v1/audio-analysis/1jEBSDN5vYViJQr78W7jr2",3.1284,4
"4huBDGP4I3S0pYI0EaRN1c","City of Gods","City of Gods","Fivio Foreign, Kanye West, Alicia Keys",56,"brooklyn drill, new york drill, rap, trap",0.474,0.801,8,-5.978,0,0.375,0.102,0,0.322,0.497,147.356,"audio_features","spotify:track:4huBDGP4I3S0pYI0EaRN1c","https://api.spotify.com/v1/tracks/4huBDGP4I3S0pYI0EaRN1c","https://api.spotify.com/v1/audio-analysis/4huBDGP4I3S0pYI0EaRN1c",4.26666666666667,4
"1ZMGp9MTXbtAPvcKa0U3zS","Brividi","Brividi","Mahmood, BLANCO",58,"italian adult pop, italian pop",0.523,0.614,7,-4.435,1,0.0347,0.448,0,0.254,0.342,122.962,"audio_features","spotify:track:1ZMGp9MTXbtAPvcKa0U3zS","https://api.spotify.com/v1/tracks/1ZMGp9MTXbtAPvcKa0U3zS","https://api.spotify.com/v1/audio-analysis/1ZMGp9MTXbtAPvcKa0U3zS",3.3191,4
"0zMzyHAeMvwq5CRstru1Fp","Safe Haven","Lost Boy","Ruth B.",68,"alt z, canadian contemporary r&b, canadian pop, pop",0.586,0.128,7,-9.297,1,0.0496,0.963,0,0.0858,0.371,123.498,"audio_features","spotify:track:0zMzyHAeMvwq5CRstru1Fp","https://api.spotify.com/v1/tracks/0zMzyHAeMvwq5CRstru1Fp","https://api.spotify.com/v1/audio-analysis/0zMzyHAeMvwq5CRstru1Fp",4.60111666666667,4
"4RY96Asd9IefaL3X4LOLZ8","Get Rich Or Die Tryin'","In Da Club","50 Cent",73,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",0.904,0.72,6,-2.776,0,0.348,0.259,0,0.0749,0.805,90.062,"audio_features","spotify:track:4RY96Asd9IefaL3X4LOLZ8","https://api.spotify.com/v1/tracks/4RY96Asd9IefaL3X4LOLZ8","https://api.spotify.com/v1/audio-analysis/4RY96Asd9IefaL3X4LOLZ8",3.22445,4
